index,ref,polymer,contact_angle,poly_weight_kg/mol,supporter,mark,thickness_um,mmms,mmms_size_nm,poresize_nm,loading_wt%,mixture,composition_water_wt,temperature,feedpressure_bar,permeatepressure_mbar,total_flux_kgm2h,separationfactor_w_e,psi,truth,newpsi,Solubility_Parameter_solvent,Solubility_Parameter_polymer
55,55butanol_ptmsp_Novel PTMSP-based membranes containing elastomeric fillers Enhanced 1-butanol water pervaporation selectivity and permeability.pdf,ptmsp,100,,,,20,,,,,water/butanol,94.5,25,,2.7,0.4348,0.011667,-0.429727188,,-0.840486141,23.1,15.8
55,55butanol_ptmsp_Novel PTMSP-based membranes containing elastomeric fillers Enhanced 1-butanol water pervaporation selectivity and permeability.pdf,ptmsp,100,,,,20,,,,,water/butanol,94,25,,2.7,0.5191,0.011155,-0.51330944,,-1.013558544,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,99,25,,2.7,0.06,0.019231,-0.05884614,,-0.102959888,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,98.5,25,,2.7,0.06,0.018182,-0.05890908,,-0.104421501,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,99.5,25,,2.7,0.078,0.012821,-0.076999962,,-0.147582092,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,99.7,25,,2.7,0.124,0.019608,-0.121568608,,-0.211738271,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,94,25,,2.7,0.436,0.016393,-0.428852652,,-0.778408921,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,99.7,70,,2.7,0.762,0.021277,-0.745786926,,-1.27413228,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,99.5,70,,2.7,0.831,0.016129,-0.817596801,,-1.489478216,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,99,70,,2.7,0.999,0.014286,-0.984728286,,-1.843244265,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,98.5,70,,2.7,1.03,0.014286,-1.01528542,,-1.900442035,23.1,15.8
56,56butanol_ptmsp_Extraction of butanol from aqueous solutions by pervaporation through poly(1-trimethylsilyl-1-propyne),ptmsp,100,,,,22,,,,,water/butanol,94,70,,2.7,1.512,0.02439,-1.47512232,,-2.438535758,23.1,15.8
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,Torlon,87.5,,,4000TF,50,,,,,water/ipa,15,60,,1,0.0082,2828,23.1814,,0.028302131,23.5,26.3
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,Torlon,87.5,,,4000TF,50,,,,,water/ethanol,15,60,,1,0.0085,2155,18.309,,0.028334302,26.5,26.3
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,Torlon,87.5,,,4000TF,50,,,,,water/butanol,15,60,,1,0.0113,5661,63.958,,0.042407693,23.1,26.3
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,p84,82.3,,,,50,,,,,water/ipa,15,60,,1,0.0152,5661,86.032,,0.057043976,23.5,26.8
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,p84,82.3,,,,50,,,,,water/butanol,15,60,,1,0.018,5661,101.88,,0.067552077,23.1,26.8
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,p84,82.3,,,,50,,,,,water/ethanol,15,60,,1,0.019,2822,53.599,,0.065560583,26.5,26.8
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,Matrimid,91.2,,,,50,,,,,water/ipa,15,60,,1,0.0247,1368,33.7649,,0.077461327,23.5,22
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,Matrimid,91.2,,,,50,,,,,water/butanol,15,60,,1,0.0248,5661,140.368,,0.09307175,23.1,22
58,58butanol_polymid_JMS-2017-Yong-Effects of hydrolyzed PIM-1 in polyimide-based membranes on C2??4 alcohols dehydration via pervaporation,Matrimid,91.2,,,,50,,,,,water/ethanol,15,60,,1,0.0256,505,12.9024,,0.069204259,26.5,22
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.99241466,60,,1,0.2708,0.026227,-0.263697728,,-0.428202875,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.98103666,60,,1,0.3125,0.02849,-0.303596875,,-0.48290861,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.96839444,60,,1,0.327,0.029308,-0.317416284,,-0.501295518,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.9494311,60,,1,0.3599,0.029539,-0.349268914,,-0.550504556,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.80151707,60,,1,0.4159,0.029539,-0.40361473,,-0.636162391,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.92667509,60,,1,0.3932,0.029933,-0.381430344,,-0.599177723,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.89759798,60,,1,0.4155,0.030669,-0.402757031,,-0.62877631,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.98988622,50,,1,0.1459,0.031443,-0.141312466,,-0.219211252,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.8369153,60,,1,0.4473,0.03162,-0.433156374,,-0.670967058,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.69279393,60,,1,0.4877,0.03198,-0.472103354,,-0.729170775,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.59924147,60,,1,0.5038,0.032256,-0.487549427,,-0.751362025,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.96839444,50,,1,0.1833,0.03381,-0.177102627,,-0.26962602,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.988622,50,,1,0.1839,0.035299,-0.177408514,,-0.267066494,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.94437421,50,,1,0.2388,0.035748,-0.230263378,,-0.345483482,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.89380531,50,,1,0.2986,0.037417,-0.287427284,,-0.426081607,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.77496839,50,,1,0.3586,0.039248,-0.344525667,,-0.504257033,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.92667509,50,,1,0.2495,0.039805,-0.239568653,,-0.349315562,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.84197219,50,,1,0.3445,0.040089,-0.33068934,,-0.481257811,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.6182048,50,,1,0.3887,0.040378,-0.373005071,,-0.541791515,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.67635904,50,,1,0.3647,0.04067,-0.349867651,,-0.507197709,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.98230088,40,,1,0.0534,0.042519,-0.051129485,,-0.073233666,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.96965866,40,,1,0.1062,0.045445,-0.101373741,,-0.142574975,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.95828066,40,,1,0.1269,0.046193,-0.121038108,,-0.169465284,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.70543616,40,,1,0.2074,0.046193,-0.197819572,,-0.276966903,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.93426043,40,,1,0.2044,0.049017,-0.194380925,,-0.267693129,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.94690265,40,,1,0.1851,0.049232,-0.175987157,,-0.242064992,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.82300885,40,,1,0.2181,0.049232,-0.207362501,,-0.285220825,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.89254109,40,,1,0.1923,0.050112,-0.182663462,,-0.250001204,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.79519595,40,,1,0.2573,0.052948,-0.24367648,,-0.328353508,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.58912769,40,,1,0.3054,0.053708,-0.288997577,,-0.387846095,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.95069532,29,,1,0.063,0.057861,-0.059354757,,-0.077969686,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.93046776,29,,1,0.1157,0.063778,-0.108320885,,-0.138299577,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.91782554,29,,1,0.1172,0.071497,-0.108820552,,-0.134277468,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.85208597,29,,1,0.1167,0.077951,-0.107603118,,-0.129324409,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.8091024,29,,1,0.1317,0.07961,-0.121215363,,-0.144742564,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.63211125,29,,1,0.1562,0.07961,-0.143764918,,-0.171668857,23.1,20.3
61,61butanol_peba_Use of pervaporation to separate butanol from dilute aqueous solutions  Effects of operating conditions and concentration polarization,peba,89,,,,30,,,,,water/butanol,99.70417193,29,,1,0.1348,0.081341,-0.123835233,,-0.146890278,23.1,20.3
62,62butanol_peba_Pervaporation of n??utanol aqueous solution through ZSM????EBA composite membranes,peba,89,,,2533,30,,,,,water/butanol,95.7,35,,3.2,0.5704,0.033815,-0.551111924,,-0.838996003,23.1,20.3
62,62butanol_peba_Pervaporation of n??utanol aqueous solution through ZSM????EBA composite membranes,peba,89,,,2533,30,,,,,water/butanol,97.5,35,,3.2,0.2656,0.039522,-0.255102957,,-0.372679584,23.1,20.3
62,62butanol_peba_Pervaporation of n??utanol aqueous solution through ZSM????EBA composite membranes,peba,89,,,2533,30,,,,,water/butanol,99.5,35,,3.2,0.1576,0.057177,-0.148588905,,-0.195861913,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,5,,,,,water/butanol,99,40,,3,1.620111732,0.042619,-1.55106419,,-2.220195844,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,98,40,,3,2.5,0.046316,-2.38421,,-3.335672387,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,99,40,,3,2,0.046667,-1.906666,,-2.661980234,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,99,50,,3,3,0.046667,-2.859999,,-3.992970351,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,99,60,,3,4.2,0.048611,-3.9958338,,-5.515714868,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,97,40,,3,3.181818182,0.049577,-3.024073182,,-4.151381045,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,96,40,,3,4.113636364,0.051014,-3.903783319,,-5.316095969,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,99,30,,3,1.028571429,0.054688,-0.972320915,,-1.298168187,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,2.5,,,,,water/butanol,99,40,,3,2.877094972,0.056825,-2.71360405,,-3.583308302,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,3.5,,,,,water/butanol,99,25,,3,0.885714286,0.066038,-0.827223486,,-1.045325393,23.1,20.3
65,65butanol_peba_PEBA ceramic hollow fiber composite membrane for high-efficiency,peba,89,,,2533,2,,,,,water/butanol,99,40,,3,4.413407821,0.074583,-4.084242625,,-4.975500111,23.1,20.3
67,67butanol_peba_In situ preparation of COF-LZU1 in poly(ether-block-amide) membranes for efficient pervaporation of n-butanol water mixture,peba,89,,,2533,7,,,,,water/butanol,96.3,34,,1.3,1.043,0.107526882,-0.930849462,,-1.010127714,23.1,20.3
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,20,,,,,water/butanol,99,40,,2.1,0.775895765,0.024612,-0.756799418,,-1.248302302,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,40,,2.1,0.778,0.02457,-0.75888454,,-1.252264788,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,40,,2.1,0.805211726,0.024738,-0.785292398,,-1.293681675,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,40,,2.1,0.946,0.022523,-0.924693242,,-1.55841558,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99.5,40,,2.1,1.064655172,0.021294,-1.041984405,,-1.779829565,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,40,,2.1,1.258358663,0.023305,-1.229032614,,-2.054334559,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,40,,2.1,1.282,0.02331,-1.25211658,,-2.092810805,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,40,,2.1,1.284482759,0.023294,-1.254562018,,-2.09724684,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,98,40,,2.1,1.620689655,0.024442,-1.581076758,,-2.612330111,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,50,,2.1,1.957446809,0.023605,-1.911241277,,-3.184758119,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,97,40,,2.1,1.989224138,0.025709,-1.938083175,,-3.162696929,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,96,40,,2.1,2.435344828,0.026436,-2.370964052,,-3.842497436,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,60,,2.1,2.671732523,0.025229,-2.604327383,,-4.269695647,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,70,,2.1,3.6443769,0.0275,-3.544156535,,-5.687659879,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,10,,,,,water/butanol,99,80,,2.1,4.76899696,0.028497,-4.633094854,,-7.369058193,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,6,,,,,water/butanol,99,40,,2.1,0.927361564,0.0283,-0.901117232,,-1.435753753,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,4,,,,,water/butanol,99,40,,2.1,1.240065147,0.033521,-1.198496923,,-1.828703033,23.1,15.8
68,68butanol_pdms_High performance ceramic hollow fiber supported PDMS composite pervaporation membrane for bio-butanol recovery,pdms,108.08219,,,,2,,,,,water/butanol,99,40,,2.1,1.880130293,0.03863,-1.80750086,,-2.656765663,23.1,15.8
70,70butanol_pdms_The in-situ synthesis of a high-flux ZIF-8 polydimethylsiloxane mixed matrix membrane for n-butanol pervaporation,pdms,108.08219,,,,10,,,,,water/butanol,98.5,55,,2,0.8,0.023816,-0.7809472,,-1.298504943,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,25.01414528,,,,,water/butanol,99,40,,4,0.221771424,0.018849,-0.217591254,,-0.382491766,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,15.02445855,,,,,water/butanol,99,40,,4,0.382658555,0.017288,-0.376043154,,-0.674342046,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,11.0661469,,,,,water/butanol,99,40,,4,0.632996811,0.018719,-0.621147744,,-1.093639576,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,5.551854971,,,,,water/butanol,99,40,,4,0.610042672,0.022432,-0.596358195,,-1.006040894,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99.69,40,,4,0.644444444,0.026829,-0.627154644,,-1.012677109,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99,30,,4,0.7073,0.025529,-0.689243338,,-1.126704991,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99,40,,4,0.720574516,0.02381,-0.703417637,,-1.169665813,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99.08,40,,4,0.744444444,0.023971,-0.726599366,,-1.206233642,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99,40,,4,0.769430052,0.023827,-0.751096842,,-1.248731603,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,98.49333333,40,,4,0.877777778,0.023404,-0.857234267,,-1.431400922,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,97.88,40,,4,0.977777778,0.022551,-0.955727911,,-1.61023788,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,97.28,40,,4,1.138888889,0.02129,-1.114641945,,-1.904022164,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99,50,,4,1.183937824,0.022494,-1.157306327,,-1.951050576,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99,60,,4,1.588082902,0.020887,-1.554912614,,-2.668176092,23.1,15.8
72,72butanol_pdms_Optimizing separation performance and interfacial adhesion of PDMS PVDF composite membranes for butanol recovery from aqueous solution,pdms,108.08219,,,,4.405094191,,,,,water/butanol,99,70,,4,2.20984456,0.021588,-2.162138436,,-3.681131645,23.1,15.8
73,73butanol_pdms_Novel MOF-capped halloysite nanotubes PDMS mixed matrix membranes for enhanced n-butanol permselective pervaporation,pdms,110,,,,13.3,,,,,water/butanol,99,40,,1,0.282,0.025907,-0.274694226,,-0.447416371,23.1,15.8
74,74butanol_pdms_Improving the pervaporation performance of PDMS membranes for n-butanol by incorporating silane-modified ZIF-8 particles,pdms,108.2,,,,11.5,,,,,water/butanol,98.5,55,,0.6,0.6926829,0.023782,-0.676209515,,-1.124744985,23.1,15.8
75,75butanol_pdms_Highly selective and robust PDMS mixed matrix membranes by embedding two-dimensional ZIF-L for alcohol permselective pervaporation,pdms,109,,,,10,,,,,water/ethanol,95,40,,3,0.468208092,0.138462,-0.403379063,,-0.402035961,26.5,15.8
75,75butanol_pdms_Highly selective and robust PDMS mixed matrix membranes by embedding two-dimensional ZIF-L for alcohol permselective pervaporation,pdms,109,,,,10,,,,,water/butanol,95,40,,3,0.589595376,0.05,-0.560115607,,-0.767081269,23.1,15.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,15,50,,3,0.270805067,30.434783,7.971088382,,0.401704169,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,15,60,,3,0.270805067,30.434783,7.971088382,,0.401704169,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,1,50,,3,0.271142921,1176.811594,318.8129901,,0.832600449,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,10,50,,3,0.285797323,101.449275,28.70813389,,0.573380579,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,3,50,,3,0.290745611,831.884058,241.5758931,,0.848995443,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,5,50,,3,0.300587959,547.826087,164.3693374,,0.823203022,29.6,25.8
